County,State,gisjoin,Obama 2012 %,Romney 2012 %,Other 2012 %,Obama 2012 Margin %,Obama 2-Party Margin,Clinton 2016 %,Trump 2016 %,Other 2016 %,Clinton 2016 Margin %,Clinton 2-Party Margin,2012 to 2016 Swing,2012 to 2016 2-Party Swing
Sussex,New Jersey,G3400370,0.384260963,0.598015692,0.017723345,-0.213754729,-0.217611533,0.32663303,0.629441761,0.043925208,-0.302808731,-0.316720756,-0.089054002,-0.099109223
Union,New Jersey,G3400390,0.666021703,0.325566766,0.008411531,0.340454938,0.343342978,0.664101813,0.306854376,0.029043811,0.357247438,0.367933633,0.0167925,0.024590655
Warren,New Jersey,G3400410,0.414071129,0.568676828,0.017252043,-0.154605699,-0.157319787,0.350983021,0.606426192,0.042590787,-0.255443172,-0.266806678,-0.100837473,-0.109486891
Bernalillo,New Mexico,G3500010,0.556296108,0.392694367,0.051009525,0.16360174,0.172395556,0.522158144,0.34478013,0.133061727,0.177378014,0.204602818,0.013776273,0.032207262
Catron,New Mexico,G3500030,0.263777673,0.703721149,0.032501178,-0.439943476,-0.454722493,0.208394339,0.714494876,0.077110786,-0.506100537,-0.548387097,-0.066157061,-0.093664604
Chaves,New Mexico,G3500050,0.325448453,0.644983245,0.029568303,-0.319534792,-0.32927077,0.273000839,0.634995807,0.092003355,-0.361994968,-0.398674345,-0.042460176,-0.069403576
Cibola,New Mexico,G3500060,0.601843989,0.363702536,0.034453476,0.238141453,0.246639025,0.463971227,0.396254496,0.139774278,0.067716731,0.078719723,-0.170424723,-0.167919302
Colfax,New Mexico,G3500070,0.490631506,0.468251214,0.04111728,0.022380291,0.023339967,0.399287322,0.484808702,0.115903976,-0.08552138,-0.096733135,-0.107901672,-0.120073103
Curry,New Mexico,G3500090,0.295192661,0.678972477,0.025834862,-0.383779817,-0.393957658,0.233433059,0.675766642,0.090800299,-0.442333583,-0.48650872,-0.058553766,-0.092551062
De Baca,New Mexico,G3500110,0.318181818,0.649667406,0.032150776,-0.331485588,-0.342497136,0.212087912,0.681318681,0.106593407,-0.469230769,-0.525215252,-0.137745182,-0.182718116
Dona Ana,New Mexico,G3500130,0.559128615,0.411333424,0.029537961,0.147795191,0.152293635,0.537127732,0.35916091,0.103711358,0.177966821,0.19855972,0.03017163,0.046266085
Eddy,New Mexico,G3500150,0.318750324,0.653017801,0.028231875,-0.334267476,-0.343978638,0.255910917,0.668480195,0.075608888,-0.412569279,-0.446314631,-0.078301802,-0.102335993
Grant,New Mexico,G3500170,0.549527205,0.415284452,0.035188343,0.134242753,0.139138818,0.4898915,0.412770276,0.097338225,0.077121224,0.085437565,-0.057121529,-0.053701253
Guadalupe,New Mexico,G3500190,0.696955504,0.26088993,0.042154567,0.436065574,0.455256724,0.530925014,0.325670498,0.143404488,0.205254516,0.239616613,-0.230811058,-0.21564011
Harding,New Mexico,G3500210,0.432612313,0.544093178,0.023294509,-0.111480865,-0.114139693,0.29601518,0.590132827,0.113851992,-0.294117647,-0.331905782,-0.182636782,-0.217766088
Hidalgo,New Mexico,G3500230,0.514211886,0.464599483,0.02118863,0.049612403,0.050686378,0.418803419,0.486111111,0.09508547,-0.067307692,-0.074380165,-0.116920095,-0.125066543
Lea,New Mexico,G3500250,0.239788422,0.737466941,0.022744637,-0.497678519,-0.509261487,0.221883469,0.70545393,0.072662602,-0.483570461,-0.521461187,0.014108058,-0.012199701
Lincoln,New Mexico,G3500270,0.318329366,0.644990262,0.036680372,-0.326660896,-0.33909918,0.261851269,0.662323074,0.075825657,-0.400471804,-0.433329282,-0.073810908,-0.094230102
Los Alamos,New Mexico,G3500280,0.487234841,0.450159565,0.062605594,0.037075277,0.039551417,0.510978411,0.308589803,0.180431787,0.202388608,0.24694541,0.165313331,0.207393993
Luna,New Mexico,G3500290,0.477733333,0.489333333,0.032933333,-0.0116,-0.011995037,0.437971213,0.476764908,0.085263879,-0.038793694,-0.042409711,-0.027193694,-0.030414674
Mckinley,New Mexico,G3500310,0.722376761,0.252907109,0.024716129,0.469469652,0.481367186,0.62553564,0.235174861,0.139289499,0.39036078,0.453533191,-0.079108872,-0.027833995
Mora,New Mexico,G3500330,0.748755266,0.227882038,0.023362696,0.520873229,0.533333333,0.629250307,0.272429332,0.098320361,0.356820975,0.395729214,-0.164052254,-0.137604119
Otero,New Mexico,G3500350,0.341245253,0.622176694,0.036578053,-0.280931441,-0.291597511,0.305284148,0.592572283,0.102143569,-0.287288136,-0.319971129,-0.006356694,-0.028373618
Quay,New Mexico,G3500370,0.373077961,0.59401133,0.032910709,-0.220933369,-0.228451883,0.284714446,0.619260918,0.096024636,-0.334546473,-0.370083617,-0.113613103,-0.141631734
Rio Arriba,New Mexico,G3500390,0.747246301,0.221403898,0.031349801,0.525842404,0.542860988,0.644710311,0.241900793,0.113388896,0.402809517,0.454324919,-0.123032886,-0.088536069
Roosevelt,New Mexico,G3500410,0.289328196,0.677332887,0.033338918,-0.388004691,-0.401386482,0.244369748,0.652773109,0.102857143,-0.408403361,-0.455226677,-0.02039867,-0.053840195
San Juan,New Mexico,G3500450,0.342907196,0.623937539,0.033155265,-0.281030344,-0.290667502,0.279006723,0.606072436,0.114920842,-0.327065712,-0.369532724,-0.046035369,-0.078865222
San Miguel,New Mexico,G3500470,0.76896342,0.200104266,0.030932314,0.568859154,0.587016946,0.677611385,0.215142777,0.107245838,0.462468608,0.518024589,-0.106390546,-0.068992358
Sandoval,New Mexico,G3500430,0.503633573,0.450951386,0.045415041,0.052682187,0.055188579,0.449132761,0.419922192,0.130945048,0.029210569,0.033611878,-0.023471618,-0.021576701
Santa Fe,New Mexico,G3500490,0.734666763,0.223842877,0.04149036,0.510823886,0.532935575,0.71104796,0.200632752,0.088319288,0.510415208,0.559861804,-0.000408678,0.026926229
Sierra,New Mexico,G3500510,0.38494708,0.573892591,0.041160329,-0.188945512,-0.197056419,0.311136846,0.580968925,0.107894229,-0.269832079,-0.302466465,-0.080886567,-0.105410046
Socorro,New Mexico,G3500530,0.5641596,0.378423467,0.057416933,0.185736132,0.197050147,0.482382062,0.380896913,0.136721025,0.101485149,0.117557767,-0.084250984,-0.079492381
Taos,New Mexico,G3500550,0.780885325,0.177977704,0.041136971,0.602907621,0.628773457,0.699082569,0.17870249,0.122214941,0.520380079,0.592833147,-0.082527542,-0.03594031
Torrance,New Mexico,G3500570,0.379256482,0.551233989,0.069509528,-0.171977507,-0.184824576,0.282258065,0.587286528,0.130455408,-0.305028463,-0.350791053,-0.133050956,-0.165966477
Union,New Mexico,G3500590,0.268334281,0.702671973,0.028993746,-0.434337692,-0.447306792,0.188014101,0.714453584,0.097532315,-0.526439483,-0.583333333,-0.092101791,-0.136026542
Valencia,New Mexico,G3500610,0.487269186,0.462528852,0.050201962,0.024740335,0.026047995,0.39290374,0.478943172,0.128153088,-0.086039432,-0.098686398,-0.110779766,-0.124734394
Albany,New York,G3600010,0.6449,0.3319,0.0232,0.313,0.32043407,0.594128585,0.341915183,0.063956233,0.252213402,0.269446164,-0.060786598,-0.050987907
Allegany,New York,G3600030,0.3621,0.6129,0.025,-0.2508,-0.257230769,0.261181254,0.670072758,0.068745988,-0.408891504,-0.439076234,-0.158091504,-0.181845465
Bronx,New York,G3600050,0.9145,0.0808,0.0047,0.8337,0.837636893,0.885172782,0.094605554,0.020221665,0.790567228,0.806883761,-0.043132772,-0.030753133
Broome,New York,G3600070,0.5146,0.4615,0.0239,0.0531,0.054400164,0.455572079,0.475683149,0.068744772,-0.02011107,-0.021595658,-0.07321107,-0.075995822
Cattaraugus,New York,G3600090,0.4249,0.5566,0.0185,-0.1317,-0.134182374,0.304771991,0.631943776,0.063284234,-0.327171785,-0.349275412,-0.195471785,-0.215093038
Cayuga,New York,G3600110,0.5456,0.4316,0.0228,0.114,0.116659845,0.407632943,0.524056433,0.068310623,-0.11642349,-0.124959555,-0.23042349,-0.241619399
Chautauqua,New York,G3600130,0.4505,0.5292,0.0203,-0.0787,-0.080330713,0.352011653,0.582549692,0.065438655,-0.230538039,-0.246680478,-0.151838039,-0.166349764
Chemung,New York,G3600150,0.4798,0.5031,0.0171,-0.0233,-0.023705362,0.380879869,0.556410753,0.062709377,-0.175530884,-0.187274768,-0.152230884,-0.163569406
Chenango,New York,G3600170,0.472,0.5029,0.0251,-0.0309,-0.031695559,0.336061508,0.591319444,0.072619048,-0.255257937,-0.275246042,-0.224357937,-0.243550483
Clinton,New York,G3600190,0.6185,0.3626,0.0189,0.2559,0.260829681,0.469054664,0.450054509,0.080890827,0.019000156,0.02067236,-0.236899844,-0.240157321
Columbia,New York,G3600210,0.5569,0.4197,0.0234,0.1372,0.140487405,0.494595819,0.445149181,0.060255,0.049446638,0.05261708,-0.087753362,-0.087870325
Cortland,New York,G3600230,0.5341,0.4431,0.0228,0.091,0.093123209,0.433264177,0.489033788,0.077702035,-0.055769611,-0.060468106,-0.146769611,-0.153591315
Delaware,New York,G3600250,0.4455,0.5332,0.0213,-0.0877,-0.089608665,0.334832256,0.603375101,0.061792643,-0.268542846,-0.286229738,-0.180842846,-0.196621073
Dutchess,New York,G3600270,0.528,0.4529,0.0191,0.0751,0.076562341,0.475514381,0.471970611,0.052515008,0.00354377,0.003740186,-0.07155623,-0.072822155
Erie,New York,G3600290,0.5731,0.4097,0.0172,0.1634,0.166259666,0.508600767,0.444503984,0.046895249,0.064096784,0.067250513,-0.099303216,-0.099009153
Essex,New York,G3600310,0.5853,0.3976,0.0171,0.1877,0.19096551,0.450807295,0.462190731,0.087001975,-0.011383436,-0.012468193,-0.199083436,-0.203433704
Franklin,New York,G3600330,0.6209,0.3602,0.0189,0.2607,0.265722149,0.430450684,0.484957527,0.084591789,-0.054506843,-0.059543756,-0.315206843,-0.325265904
Fulton,New York,G3600350,0.4347,0.5462,0.0191,-0.1115,-0.113671118,0.306212878,0.634580937,0.059206185,-0.328368059,-0.349032969,-0.216868059,-0.235361851
Genesee,New York,G3600370,0.388,0.5903,0.0217,-0.2023,-0.206787284,0.289421913,0.639944007,0.07063408,-0.350522094,-0.37716263,-0.148222094,-0.170375346
Greene,New York,G3600390,0.4358,0.5417,0.0225,-0.1059,-0.108337596,0.335827664,0.592879819,0.071292517,-0.257052154,-0.276784842,-0.151152154,-0.168447246
Hamilton,New York,G3600410,0.3613,0.6188,0.0199,-0.2575,-0.262728293,0.294263566,0.64,0.065736434,-0.345736434,-0.37006306,-0.088236434,-0.107334767
Herkimer,New York,G3600430,0.4502,0.5304,0.0194,-0.0802,-0.081786661,0.307865169,0.636031232,0.056103599,-0.328166064,-0.347671697,-0.247966064,-0.265885036
Jefferson,New York,G3600450,0.4789,0.5075,0.0136,-0.0286,-0.028994323,0.361151794,0.569175646,0.06967256,-0.208023852,-0.223602834,-0.179423852,-0.194608511
Kings,New York,G3600470,0.8202,0.169,0.0108,0.6512,0.658309745,0.795120437,0.175078357,0.029801205,0.62004208,0.639087663,-0.03115792,-0.019222083
Lewis,New York,G3600490,0.449,0.5371,0.0139,-0.0881,-0.089341852,0.277792495,0.653421634,0.068785872,-0.375629139,-0.403375688,-0.287529139,-0.314033836
Livingston,New York,G3600510,0.4372,0.5397,0.0231,-0.1025,-0.104923738,0.356198595,0.575738404,0.068063002,-0.219539809,-0.235573659,-0.117039809,-0.130649921
Madison,New York,G3600530,0.4937,0.4849,0.0214,0.0088,0.008992438,0.388072113,0.530069186,0.081858701,-0.141997073,-0.154657103,-0.150797073,-0.163649541
Monroe,New York,G3600550,0.5797,0.3995,0.0208,0.1802,0.184027778,0.542258259,0.392713994,0.065027747,0.149544265,0.159945137,-0.030655735,-0.024082641
Montgomery,New York,G3600570,0.467,0.5133,0.0197,-0.0463,-0.04723044,0.346121549,0.59310381,0.060774641,-0.246982261,-0.262963791,-0.200682261,-0.215733351
Nassau,New York,G3600590,0.5328,0.4564,0.0108,0.0764,0.077234129,0.511938609,0.452634124,0.035427267,0.059304485,0.061482647,-0.017095515,-0.015751481
New York,New York,G3600610,0.8375,0.1492,0.0133,0.6883,0.697577785,0.865569207,0.097062662,0.037368131,0.768506545,0.798338981,0.080206545,0.100761196
Niagara,New York,G3600630,0.4942,0.4858,0.02,0.0084,0.008571429,0.384829333,0.562336313,0.052834354,-0.17750698,-0.187408592,-0.18590698,-0.195980021
Oneida,New York,G3600650,0.4668,0.5136,0.0196,-0.0468,-0.047735618,0.370765529,0.565185861,0.064048611,-0.194420332,-0.207724818,-0.147620332,-0.1599892
Onondaga,New York,G3600670,0.5972,0.3851,0.0177,0.2121,0.215921816,0.538941662,0.401309729,0.059748609,0.137631933,0.146377803,-0.074468068,-0.069544014
Ontario,New York,G3600690,0.4825,0.4978,0.0197,-0.0153,-0.015607467,0.425446822,0.498086417,0.076466761,-0.072639596,-0.078654014,-0.057339596,-0.063046546
Orange,New York,G3600710,0.5213,0.4648,0.0139,0.0565,0.05729642,0.449135317,0.504173766,0.046690918,-0.055038449,-0.057734107,-0.111538449,-0.115030527
Orleans,New York,G3600730,0.3935,0.5844,0.0221,-0.1909,-0.195214235,0.272893773,0.667643468,0.059462759,-0.394749695,-0.419706608,-0.203849695,-0.224492373
Oswego,New York,G3600750,0.5273,0.4481,0.0246,0.0792,0.081197457,0.354815276,0.57467829,0.070506434,-0.219863014,-0.236540652,-0.299063014,-0.317738109
Otsego,New York,G3600770,0.502,0.4748,0.0232,0.0272,0.027846028,0.407160667,0.518466573,0.07437276,-0.111305906,-0.120249169,-0.138505906,-0.148095197
Putnam,New York,G3600790,0.44,0.5431,0.0169,-0.1031,-0.104872343,0.398780965,0.556473035,0.044746,-0.15769207,-0.165078681,-0.05459207,-0.060206338
Queens,New York,G3600810,0.7908,0.1992,0.01,0.5916,0.597575758,0.753533326,0.217573606,0.028893069,0.53595972,0.551905977,-0.05564028,-0.04566978
Rensselaer,New York,G3600830,0.5502,0.4282,0.0216,0.122,0.124693377,0.45718398,0.471283642,0.071532378,-0.014099662,-0.015185949,-0.136099662,-0.139879326
Richmond,New York,G3600850,0.5071,0.4814,0.0115,0.0257,0.025998988,0.40972038,0.560549293,0.029730327,-0.150828913,-0.155450507,-0.176528913,-0.181449495
Rockland,New York,G3600870,0.5278,0.4607,0.0115,0.0671,0.067880627,0.513313642,0.450902011,0.035784346,0.062411631,0.064727876,-0.004688369,-0.003152751
Saratoga,New York,G3600910,0.5019,0.4775,0.0206,0.0244,0.024913212,0.446237313,0.478333655,0.075429032,-0.032096342,-0.034714849,-0.056496342,-0.059628061
Schenectady,New York,G3600930,0.5674,0.4092,0.0234,0.1582,0.16199058,0.501590369,0.43033591,0.068073722,0.071254459,0.07645933,-0.086945541,-0.085531249
Schoharie,New York,G3600950,0.4109,0.5654,0.0237,-0.1545,-0.158250538,0.301779359,0.628540925,0.069679715,-0.326761566,-0.35123556,-0.172261566,-0.192985022
Schuyler,New York,G3600970,0.451,0.5255,0.0235,-0.0745,-0.076292883,0.352371181,0.575695394,0.071933425,-0.223324213,-0.240633829,-0.148824213,-0.164340946
Seneca,New York,G3600990,0.5348,0.4439,0.0213,0.0909,0.092878308,0.40751073,0.517596567,0.074892704,-0.110085837,-0.118997912,-0.200985837,-0.21187622
St. Lawrence,New York,G3600890,0.5741,0.407,0.0189,0.1671,0.17031903,0.421063384,0.509270136,0.069666479,-0.088206752,-0.094811968,-0.255306752,-0.265130998
Steuben,New York,G3601010,0.4097,0.5698,0.0205,-0.1601,-0.16345074,0.298223894,0.638802914,0.062973192,-0.34057902,-0.363467744,-0.18047902,-0.200017004
Suffolk,New York,G3601030,0.5117,0.4748,0.0135,0.0369,0.037404967,0.446163986,0.514595144,0.039240871,-0.068431158,-0.071226133,-0.105331158,-0.1086311
Sullivan,New York,G3601050,0.5373,0.4471,0.0156,0.0902,0.091629419,0.419562677,0.53183108,0.048606243,-0.112268403,-0.118004141,-0.202468403,-0.20963356
Tioga,New York,G3601070,0.4139,0.5609,0.0252,-0.147,-0.150800164,0.337503924,0.5946455,0.067850576,-0.257141576,-0.275858751,-0.110141576,-0.125058587
Tompkins,New York,G3601090,0.6868,0.28,0.0332,0.4068,0.420769549,0.676929566,0.243005764,0.08006467,0.433923802,0.471689463,0.027123801,0.050919914
Ulster,New York,G3601110,0.601,0.3724,0.0266,0.2286,0.234846928,0.517497388,0.417995206,0.064507406,0.099502182,0.106363409,-0.129097818,-0.128483519
Warren,New York,G3601130,0.5006,0.4773,0.0221,0.0233,0.023826567,0.416804636,0.501496434,0.08169893,-0.084691798,-0.092226614,-0.107991798,-0.116053181
Washington,New York,G3601150,0.4989,0.48,0.0211,0.0189,0.019307386,0.370923027,0.55487606,0.074200913,-0.183953033,-0.198696495,-0.202853033,-0.218003881
Wayne,New York,G3601170,0.443,0.5343,0.0227,-0.0913,-0.093420649,0.339481442,0.589109784,0.071408774,-0.249628342,-0.26882479,-0.158328342,-0.175404142
Westchester,New York,G3601190,0.6199,0.3684,0.0117,0.2515,0.254477385,0.648811972,0.311984881,0.039203147,0.336827091,0.350570561,0.085327091,0.096093175
Wyoming,New York,G3601210,0.3466,0.6335,0.0199,-0.2869,-0.292725232,0.225690831,0.719273905,0.055035264,-0.493583073,-0.522329622,-0.206683073,-0.22960439
Yates,New York,G3601230,0.4753,0.5082,0.0165,-0.0329,-0.033451957,0.363500894,0.562288893,0.074210213,-0.198787999,-0.21472261,-0.165887999,-0.181270652
Alamance,North Carolina,G3700010,0.426035765,0.563178706,0.010785529,-0.137142942,-0.138638228,0.419256011,0.54548393,0.035260059,-0.126227919,-0.130841394,0.010915023,0.007796834
Alexander,North Carolina,G3700030,0.268143754,0.71254943,0.019306816,-0.444405676,-0.453154649,0.206173718,0.76038531,0.033440972,-0.554211592,-0.573386184,-0.109805916,-0.120231535
Alleghany,North Carolina,G3700050,0.312413657,0.669034932,0.018551411,-0.356621275,-0.363362156,0.245719661,0.717591722,0.036688617,-0.47187206,-0.48984375,-0.115250785,-0.126481594
Anson,North Carolina,G3700070,0.623578536,0.370113717,0.006307747,0.253464819,0.25507376,0.555618777,0.427311522,0.017069701,0.128307255,0.130535456,-0.125157564,-0.124538304
Ashe,North Carolina,G3700090,0.326407613,0.653608247,0.01998414,-0.327200634,-0.333872795,0.260727056,0.7011323,0.038140644,-0.440405244,-0.457868649,-0.11320461,-0.123995854
Avery,North Carolina,G3700110,0.242557031,0.743137002,0.014305967,-0.500579972,-0.507845188,0.204752091,0.763486483,0.031761426,-0.558734392,-0.577062727,-0.05815442,-0.069217539
Beaufort,North Carolina,G3700130,0.399449619,0.591744285,0.008806097,-0.192294666,-0.194003075,0.366112457,0.60752778,0.026359763,-0.241415323,-0.247951259,-0.049120657,-0.053948184
Bertie,North Carolina,G3700150,0.661365208,0.334584609,0.004050183,0.326780599,0.328109502,0.618166257,0.369744303,0.01208944,0.248421954,0.251461988,-0.078358645,-0.076647514
Bladen,North Carolina,G3700170,0.505232813,0.485554929,0.009212258,0.019677884,0.019860848,0.443983142,0.537837328,0.018179531,-0.093854186,-0.095592004,-0.113532071,-0.115452852
Brunswick,North Carolina,G3700190,0.384191625,0.605679718,0.010128657,-0.221488093,-0.223754425,0.340624131,0.625009144,0.034366725,-0.284385013,-0.294506227,-0.062896919,-0.070751802
Buncombe,North Carolina,G3700210,0.553071357,0.428368939,0.018559704,0.124702418,0.127060626,0.543027197,0.400987427,0.055985376,0.142039771,0.150463528,0.017337352,0.023402902
Burke,North Carolina,G3700230,0.374917907,0.609320272,0.015761821,-0.234402364,-0.238156139,0.289080164,0.674152107,0.036767729,-0.385071942,-0.399770599,-0.150669578,-0.161614461
Cabarrus,North Carolina,G3700250,0.393090491,0.593028265,0.013881244,-0.199937774,-0.202752227,0.380763005,0.576906173,0.042330821,-0.196143168,-0.204813074,0.003794606,-0.002060847
Caldwell,North Carolina,G3700270,0.313774041,0.668806864,0.017419095,-0.355032823,-0.361326809,0.231965859,0.732957049,0.035077093,-0.500991189,-0.519203333,-0.145958367,-0.157876524
Camden,North Carolina,G3700290,0.320578231,0.660926871,0.018494898,-0.34034864,-0.346761967,0.254494607,0.70834998,0.037155414,-0.453855374,-0.471369295,-0.113506734,-0.124607328
Carteret,North Carolina,G3700310,0.290030126,0.697553284,0.012416589,-0.407523158,-0.412646824,0.263068738,0.703237077,0.033694185,-0.440168339,-0.455516599,-0.032645181,-0.042869775
Caswell,North Carolina,G3700330,0.484464173,0.5067488,0.008787028,-0.022284627,-0.022482179,0.432881662,0.54435411,0.022764228,-0.111472448,-0.114069144,-0.089187821,-0.091586965
Catawba,North Carolina,G3700350,0.345813997,0.639904599,0.014281404,-0.294090602,-0.29835148,0.293237136,0.667910603,0.038852262,-0.374673467,-0.389818809,-0.080582865,-0.091467329
Chatham,North Carolina,G3700370,0.518174635,0.470311001,0.011514365,0.047863634,0.048421173,0.528620543,0.429245401,0.042134056,0.099375141,0.103746398,0.051511507,0.055325225
Cherokee,North Carolina,G3700390,0.262532059,0.721069402,0.016398539,-0.458537344,-0.466182048,0.201678302,0.764685142,0.033636556,-0.56300684,-0.582603619,-0.104469497,-0.116421571
Chowan,North Carolina,G3700410,0.473817455,0.518454364,0.007728181,-0.044636909,-0.044984558,0.413945767,0.555340343,0.03071389,-0.141394577,-0.145874964,-0.096757668,-0.100890407
Clay,North Carolina,G3700430,0.279865296,0.704182914,0.01595179,-0.424317618,-0.431195965,0.227454243,0.738269551,0.034276206,-0.510815308,-0.528945555,-0.08649769,-0.097749589
Cleveland,North Carolina,G3700450,0.393677896,0.595131518,0.011190586,-0.201453623,-0.20373352,0.33496743,0.637499161,0.027533409,-0.302531731,-0.3110973,-0.101078108,-0.10736378
Columbus,North Carolina,G3700470,0.455801675,0.533803572,0.010394753,-0.078001897,-0.078821225,0.381889432,0.6013821,0.016728468,-0.219492668,-0.223226912,-0.141490771,-0.144405688
Craven,North Carolina,G3700490,0.40638943,0.583235867,0.010374702,-0.176846437,-0.1787004,0.375098402,0.590008723,0.034892875,-0.214910321,-0.222680276,-0.038063884,-0.043979876
Cumberland,North Carolina,G3700510,0.593790397,0.396941422,0.009268182,0.196848975,0.198690474,0.561581416,0.402059511,0.036359073,0.159521905,0.165540816,-0.03732707,-0.033149659
Currituck,North Carolina,G3700530,0.315109696,0.663128096,0.021762208,-0.348018401,-0.355760535,0.229931328,0.723261505,0.046807167,-0.493330176,-0.517555482,-0.145311776,-0.161794947
Dare,North Carolina,G3700550,0.411316346,0.570156893,0.018526761,-0.158840548,-0.161838898,0.36830027,0.584425519,0.047274211,-0.216125249,-0.226849374,-0.057284701,-0.065010476
Davidson,North Carolina,G3700570,0.290745048,0.696172552,0.013082399,-0.405427504,-0.410801777,0.241917816,0.725619857,0.032462328,-0.483702041,-0.499930964,-0.078274537,-0.089129187
Davie,North Carolina,G3700590,0.277455249,0.710546686,0.011998065,-0.433091437,-0.438350798,0.242232028,0.717135503,0.040632469,-0.474903475,-0.495017248,-0.041812038,-0.05666645
Duplin,North Carolina,G3700610,0.438665501,0.554390054,0.006944444,-0.115724553,-0.116533816,0.397151899,0.585778673,0.017069428,-0.188626774,-0.191902439,-0.072902221,-0.075368623
Durham,North Carolina,G3700630,0.757992299,0.230135959,0.011871742,0.52785634,0.534198203,0.77657653,0.181574801,0.041848668,0.595001729,0.620989305,0.06714539,0.086791102
Edgecombe,North Carolina,G3700650,0.678852143,0.316847101,0.004300756,0.362005042,0.363568663,0.651932814,0.331953709,0.016113477,0.319979105,0.325219522,-0.042025938,-0.03834914
Forsyth,North Carolina,G3700670,0.53038163,0.45825506,0.01136331,0.072126571,0.072955587,0.529768047,0.426079008,0.044152945,0.103689039,0.108478693,0.031562469,0.035523106
Franklin,North Carolina,G3700690,0.473281905,0.514389376,0.012328719,-0.041107471,-0.0416206,0.423933088,0.538988409,0.037078504,-0.115055321,-0.119485671,-0.07394785,-0.077865071
Gaston,North Carolina,G3700710,0.366599251,0.620425936,0.012974813,-0.253826686,-0.257163332,0.323308894,0.640852008,0.035839097,-0.317543114,-0.329346599,-0.063716428,-0.072183267
Gates,North Carolina,G3700730,0.516308377,0.47516679,0.008524833,0.041141586,0.041495327,0.442321959,0.533011869,0.024666172,-0.090689911,-0.092983457,-0.131831497,-0.134478784
Graham,North Carolina,G3700750,0.283506461,0.696731695,0.019761844,-0.413225234,-0.421555958,0.184261037,0.787667946,0.028071017,-0.60340691,-0.620834362,-0.190181675,-0.199278404
Granville,North Carolina,G3700770,0.517526166,0.472121789,0.010352046,0.045404377,0.045879322,0.471940921,0.4968742,0.031184879,-0.02493328,-0.025735849,-0.070337657,-0.071615171
Greene,North Carolina,G3700790,0.458717824,0.535575522,0.005706654,-0.076857698,-0.077298815,0.445336628,0.540333539,0.014329833,-0.094996912,-0.096377992,-0.018139214,-0.019079177
Guilford,North Carolina,G3700810,0.576576115,0.412795645,0.01062824,0.163780471,0.165539868,0.579817797,0.380963851,0.039218352,0.198853946,0.206971008,0.035073476,0.04143114
Halifax,North Carolina,G3700830,0.658614211,0.336017485,0.005368304,0.322596725,0.32433787,0.625740056,0.358842929,0.015417014,0.266897127,0.271076315,-0.055699598,-0.053261555
Harnett,North Carolina,G3700850,0.399193827,0.588851779,0.011954394,-0.189657952,-0.19195263,0.363334419,0.599457289,0.037208293,-0.23612287,-0.245248134,-0.046464918,-0.053295505
Haywood,North Carolina,G3700870,0.422999929,0.558840352,0.01815972,-0.135840423,-0.138352873,0.340840303,0.616038012,0.043121685,-0.275197709,-0.287599483,-0.139357286,-0.14924661
Henderson,North Carolina,G3700890,0.355817682,0.629752634,0.014429684,-0.273934952,-0.277945619,0.340810644,0.61552874,0.043660616,-0.274718097,-0.287260047,-0.000783145,-0.009314428
Hertford,North Carolina,G3700910,0.71835501,0.275416743,0.006228247,0.442938267,0.445714286,0.678382093,0.304241115,0.017376792,0.374140978,0.380757318,-0.068797289,-0.064956967
Hoke,North Carolina,G3700930,0.589619053,0.399028615,0.011352332,0.190590438,0.192778929,0.533516182,0.425671969,0.040811849,0.107844213,0.112432803,-0.082746225,-0.080346125
Hyde,North Carolina,G3700950,0.488040285,0.500629459,0.011330256,-0.012589173,-0.012733447,0.418836806,0.559027778,0.022135417,-0.140190972,-0.143364403,-0.127601799,-0.130630957
Iredell,North Carolina,G3700970,0.341465331,0.645570615,0.012964054,-0.304105284,-0.308099502,0.299562779,0.663146293,0.037290927,-0.363583514,-0.377667069,-0.05947823,-0.069567567
Jackson,North Carolina,G3700990,0.484701515,0.494221903,0.021076582,-0.009520388,-0.009725365,0.412173355,0.527440817,0.060385828,-0.115267461,-0.122675311,-0.105747073,-0.112949946
Johnston,North Carolina,G3701010,0.35584358,0.631456103,0.012700317,-0.275612523,-0.279157917,0.330140032,0.632902257,0.036957711,-0.302762225,-0.314381028,-0.027149702,-0.035223111
Jones,North Carolina,G3701030,0.449713193,0.542447419,0.007839388,-0.092734226,-0.093466949,0.402142162,0.57916261,0.018695229,-0.177020448,-0.180392935,-0.084286222,-0.086925986
Lee,North Carolina,G3701050,0.445604192,0.542844177,0.011551632,-0.097239985,-0.098376393,0.417357678,0.546643279,0.035999043,-0.1292856,-0.13411356,-0.032045615,-0.035737167
Lenoir,North Carolina,G3701070,0.496617532,0.49775689,0.005625579,-0.001139358,-0.001145804,0.471294811,0.507815123,0.020890066,-0.036520312,-0.037299501,-0.035380954,-0.036153697
Lincoln,North Carolina,G3701090,0.299768865,0.68707002,0.013161115,-0.387301156,-0.392466452,0.247282812,0.719736152,0.032981036,-0.472453339,-0.488566778,-0.085152184,-0.096100326
Macon,North Carolina,G3701130,0.338769943,0.6426072,0.018622857,-0.303837258,-0.309602949,0.27495207,0.683827676,0.041220255,-0.408875606,-0.426454155,-0.105038349,-0.116851206
