gisjoin,YEAR,STATE,COUNTY,Total Population 2016,Median Age,white %,black %,Amerindian %,asian %,Pacific %,Other %,Multi %,hispanic %,Asian/Pac/Other/Multi?,Bachelor Above %,Median Household Income,2016_votes,County Power Index 2016
G3101150,2012-2016,Nebraska,Loup County,542,51,0.979704797,0,0.005535055,0,0,0,0.014760148,0,0.014760148,0.218905473,56750,382,0.00047416
G3101170,2012-2016,Nebraska,McPherson County,425,48,0.971764706,0,0,0,0,0,0.018823529,0.009411765,0.018823529,0.245341615,53750,286,0.000355
G3101190,2012-2016,Nebraska,Madison County,35125,36.8,0.812498221,0.011558719,0.012412811,0.008854093,0,0.000825623,0.011672598,0.142177936,0.021352313,0.196547786,48673,13956,0.01732292
G3101210,2012-2016,Nebraska,Merrick County,7793,43.8,0.930835365,0.00898242,0.001026562,0.000384961,0,0,0.018863082,0.039907609,0.019248043,0.15958816,50464,3707,0.00460132
G3101230,2012-2016,Nebraska,Morrill County,4843,41.6,0.82428247,0.007433409,0.004749122,0.002064836,0,0,0.010117696,0.151352468,0.012182531,0.189877209,43942,2166,0.00268855
G3101250,2012-2016,Nebraska,Nance County,3607,45.8,0.973939562,0.000831716,0,0.000277239,0.000554477,0,0,0.024397006,0.000831716,0.173401334,42429,1599,0.00198476
G3101270,2012-2016,Nebraska,Nemaha County,7101,37.8,0.943951556,0.015631601,0.00619631,0.000844951,0.00028165,0.001267427,0.006759611,0.025066892,0.00915364,0.288102475,52736,3035,0.0037672
G3101290,2012-2016,Nebraska,Nuckolls County,4352,49,0.955193015,0.000919118,0,0.006204044,0,0,0.010799632,0.026884191,0.017003676,0.166145182,41576,2153,0.00267242
G3101310,2012-2016,Nebraska,Otoe County,15890,41.8,0.900566394,0.001321586,0.003713027,0.003272498,0,0.000125865,0.019446193,0.071554437,0.022844556,0.207265351,52108,7279,0.00903508
G3101330,2012-2016,Nebraska,Pawnee County,2695,49.5,0.955473098,0,0.002226345,0,0,0,0.023747681,0.018552876,0.023747681,0.161704312,40139,1314,0.00163101
G3101350,2012-2016,Nebraska,Perkins County,2911,43.9,0.956372381,0.001717623,0,0,0,0.000343525,0.004122295,0.037444177,0.004465819,0.231216675,56797,1418,0.0017601
G3101370,2012-2016,Nebraska,Phelps County,9236,41.7,0.929623214,0.001299264,0.001190992,0.001948896,0,0,0.013425725,0.05251191,0.015374621,0.232820187,51264,4609,0.00572093
G3101390,2012-2016,Nebraska,Pierce County,7179,41.7,0.968937178,0.002228723,0.003203789,0.001671542,0.000557181,0,0.007521939,0.015879649,0.009750662,0.213817138,53125,3580,0.00444368
G3101410,2012-2016,Nebraska,Platte County,32703,38.4,0.807540593,0.002843776,0.001131395,0.006176803,0,0.000489252,0.01281228,0.169005902,0.019478335,0.21393666,58473,14047,0.01743587
G3101430,2012-2016,Nebraska,Polk County,5242,45.6,0.936283861,0.001907669,0.006295307,0.002861503,0,0.00610454,0.003243037,0.043304082,0.012209081,0.21504788,57991,2538,0.0031503
G3101450,2012-2016,Nebraska,Red Willow County,10884,41.5,0.924016906,0.016078648,0.00321573,0.003307607,0,0,0.005420801,0.047960309,0.008728409,0.182079737,42457,5061,0.00628198
G3101470,2012-2016,Nebraska,Richardson County,8149,47.4,0.926003191,0.003067861,0.018407167,0.002945147,0,0,0.031537612,0.018039023,0.034482759,0.19103018,45929,3666,0.00455043
G3101490,2012-2016,Nebraska,Rock County,1407,52.4,0.957356077,0.002842928,0,0.002132196,0,0.005685856,0.024875622,0.007107321,0.032693674,0.1747851,48750,793,0.00098431
G3101510,2012-2016,Nebraska,Saline County,14356,36.6,0.719420451,0.007940931,0.000626916,0.029882976,0,0,0.008916133,0.233212594,0.038799108,0.145705172,49332,4795,0.0059518
G3101530,2012-2016,Nebraska,Sarpy County,172460,33.9,0.823176389,0.037075264,0.003142758,0.022509567,0.001206077,0.000684217,0.028087673,0.084118056,0.052487533,0.383840053,72269,77781,0.09654584
G3101550,2012-2016,Nebraska,Saunders County,20946,41.1,0.958178172,0.001909672,0.002196123,0.002387091,0,0,0.01527738,0.020051561,0.017664471,0.26113346,64475,10598,0.01315479
G3101570,2012-2016,Nebraska,Scotts Bluff County,36599,39.6,0.734637558,0.00642094,0.010000273,0.006612203,0,0.000136616,0.014071423,0.228120987,0.020820241,0.213806916,46632,13895,0.0172472
G3101590,2012-2016,Nebraska,Seward County,17113,38.1,0.953368784,0.004382633,0.000993397,0.006018816,0,0,0.012446678,0.022789692,0.018465494,0.271832152,61563,7754,0.00962467
G3101610,2012-2016,Nebraska,Sheridan County,5259,45.9,0.825442099,0.004943906,0.077010839,0.006845408,0.000570451,0,0.041833048,0.04335425,0.049248907,0.250536481,42802,2565,0.00318381
G3101630,2012-2016,Nebraska,Sherman County,3090,49.7,0.969255663,0.007443366,0.000647249,0.002912621,0,0,0.000647249,0.019093851,0.003559871,0.15857461,46299,1553,0.00192766
G3101650,2012-2016,Nebraska,Sioux County,1274,47.4,0.923861852,0.003139717,0,0.002354788,0,0,0.046310832,0.02433281,0.04866562,0.29064588,46667,709,0.00088005
G3101670,2012-2016,Nebraska,Stanton County,6022,41.1,0.922617071,0.007306543,0,0.002490867,0,0,0.014779143,0.052806377,0.01727001,0.191896595,58553,2748,0.00341096
G3101690,2012-2016,Nebraska,Thayer County,5163,48.3,0.956808057,0.001355801,0.002517916,0,0,0.000387372,0.016850668,0.022080186,0.01723804,0.195884554,45590,2613,0.00324339
G3101710,2012-2016,Nebraska,Thomas County,675,41.9,0.96,0,0.001481481,0.020740741,0,0,0.011851852,0.005925926,0.032592593,0.237687366,54286,387,0.00048036
G3101730,2012-2016,Nebraska,Thurston County,6989,28.4,0.373014737,0.00143082,0.560165975,0.005150951,0,0,0.013449707,0.046787809,0.018600658,0.158725981,42979,2029,0.0025185
G3101750,2012-2016,Nebraska,Valley County,4240,46.1,0.960377359,0.002830189,0.001886792,0,0,0,0.008490566,0.026415094,0.008490566,0.206280992,44657,2172,0.002696
G3101770,2012-2016,Nebraska,Washington County,20338,41.2,0.949306717,0.006637821,0.001622578,0.001671747,0,0.000245845,0.013472318,0.027042974,0.015389911,0.305823822,65565,10584,0.01313741
G3101790,2012-2016,Nebraska,Wayne County,9414,30.7,0.903016784,0.032823454,0.003080518,0.003824092,0,0.001062248,0.001805821,0.054387083,0.006692161,0.363342216,55141,3740,0.00464228
G3101810,2012-2016,Nebraska,Webster County,3665,47.6,0.92414734,0.001091405,0,0.011732606,0,0.001637108,0.018008186,0.043383356,0.031377899,0.207656613,40313,1687,0.00209399
G3101830,2012-2016,Nebraska,Wheeler County,805,50,0.996273292,0,0,0.001242236,0,0,0.002484472,0,0.003726708,0.165584416,47452,459,0.00056973
G3101850,2012-2016,Nebraska,York County,13842,40.1,0.916197081,0.008091316,0.004912585,0.001806097,0,0,0.022178876,0.046814044,0.023984973,0.283491421,55156,6256,0.00776527
G3200010,2012-2016,Nevada,Churchill County,24148,38.8,0.745030644,0.02298327,0.043274805,0.02459831,0.002401855,0.002443267,0.029816134,0.129451714,0.059259566,0.165850973,45368,10936,0.00973829
G3200030,2012-2016,Nevada,Clark County,2070153,36.7,0.44977207,0.105987335,0.004001637,0.09198837,0.006656513,0.0021496,0.035864982,0.303579494,0.136659464,0.228238532,52629,765421,0.681592
G3200050,2012-2016,Nevada,Douglas County,47426,50.1,0.814511028,0.00657867,0.01842871,0.011238561,0.00153924,0.00107536,0.026230338,0.120398094,0.040083499,0.263219742,59769,27871,0.02481856
G3200070,2012-2016,Nevada,Elko County,52029,33.5,0.673547445,0.010609468,0.051682715,0.010782448,0.002344846,0.00011532,0.010244287,0.240673471,0.023486902,0.181190761,74672,18545,0.01651395
G3200090,2012-2016,Nevada,Esmeralda County,1069,42,0.848456501,0,0.014967259,0,0,0.003741815,0.005612722,0.127221703,0.009354537,0.168152866,43125,423,0.00037667
G3200110,2012-2016,Nevada,Eureka County,1730,47.1,0.98265896,0.000578035,0.012138728,0,0,0,0,0.004624277,0,0.166034875,70000,854,0.00076047
G3200130,2012-2016,Nevada,Humboldt County,17091,35.2,0.654847581,0.004797847,0.045521034,0.004622316,0.000292552,0.011585045,0.019776491,0.258557135,0.036276403,0.139534884,67295,6433,0.00572846
G3200150,2012-2016,Nevada,Lander County,5907,37,0.668528864,0.001015744,0.034366006,0.007279499,0.001354325,0.010496022,0.017436939,0.2595226,0.036566785,0.141029059,78077,2413,0.00214873
G3200170,2012-2016,Nevada,Lincoln County,5155,39.6,0.828516004,0.028516004,0.035111542,0.009311348,0,0.003103783,0.009699321,0.085741998,0.022114452,0.227439887,49406,2132,0.0018985
G3200190,2012-2016,Nevada,Lyon County,51897,43.7,0.764475789,0.00888298,0.020945334,0.013295566,0.001001985,0.001175405,0.032275469,0.157947473,0.047748425,0.14489071,49007,23762,0.02115958
G3200210,2012-2016,Nevada,Mineral County,4519,49.2,0.592387696,0.011728258,0.189865014,0.033193184,0,0.004647046,0.038504094,0.129674707,0.076344324,0.117874109,37750,1997,0.00177829
G3200230,2012-2016,Nevada,Nye County,43198,51.2,0.772605213,0.029306912,0.015787768,0.015046993,0.004259456,0.000115746,0.021436178,0.141441733,0.040858373,0.121235215,42266,19592,0.01744628
G3200270,2012-2016,Nevada,Pershing County,6690,41.3,0.662331839,0.04813154,0.021973094,0.01180867,0.006875934,0.000597907,0.012107623,0.236173393,0.031390135,0.110113704,45192,1982,0.00176493
G3200290,2012-2016,Nevada,Storey County,3941,54.4,0.865516366,0.004059883,0.019030703,0.020553159,0.002029942,0.000253743,0.026642984,0.06191322,0.049479827,0.231271371,65508,2558,0.00227785
G3200310,2012-2016,Nevada,Washoe County,439914,37.9,0.642393741,0.021238242,0.013043458,0.052589824,0.005871602,0.000759239,0.028903377,0.235200517,0.088124042,0.289819939,54955,209282,0.18636141
G3200330,2012-2016,Nevada,White Pine County,9893,39.1,0.73203275,0.040938037,0.058324068,0.006368139,0.002324876,0,0.009804913,0.150207217,0.018497928,0.14039621,58156,3773,0.00335978
G3205100,2012-2016,Nevada,Carson City,54412,43.1,0.685878115,0.009354554,0.020620451,0.03025068,0.002554584,0.001911343,0.020179372,0.229250901,0.054895979,0.209756098,47948,25016,0.02227624
G3300010,2012-2016,New Hampshire,Belknap County,60392,46.5,0.951632667,0.005331832,0.002467214,0.010647106,0,0.001275003,0.012865943,0.015780236,0.024788051,0.304652213,61245,34462,0.047108
G3300030,2012-2016,New Hampshire,Carroll County,47416,50.9,0.961679602,0.003543108,0.001286486,0.006727687,0.000189809,0.000463978,0.012506327,0.013603003,0.019887802,0.335632816,56289,29063,0.03972781
G3300050,2012-2016,New Hampshire,Cheshire County,76320,42.2,0.94576782,0.006892034,0.001795073,0.012814465,0.000340671,0.000746855,0.014753669,0.016889413,0.02865566,0.314392353,58359,41080,0.05615451
G3300070,2012-2016,New Hampshire,Coos County,32219,47.9,0.952667681,0.019584717,0.00282442,0.00077594,0,0.000341413,0.007138645,0.016667184,0.008255998,0.177566309,45154,15255,0.0208529
G3300090,2012-2016,New Hampshire,Grafton County,89164,42.4,0.914113319,0.008041362,0.004845005,0.032300031,0.000841147,0.000437396,0.017708941,0.021712799,0.051287515,0.38859978,58107,50065,0.0684366
G3300110,2012-2016,New Hampshire,Hillsborough County,404948,40.3,0.861305649,0.020160613,0.001034701,0.036639272,0.00018027,0.002252141,0.017950453,0.060476901,0.057022136,0.362503202,73189,210622,0.28791079
G3300130,2012-2016,New Hampshire,Merrimack County,147715,42.7,0.934184071,0.011339404,0.000500965,0.016674001,8.80E-05,0.001496124,0.01669431,0.019023119,0.034952442,0.349452265,67181,81982,0.1120657
G3300150,2012-2016,New Hampshire,Rockingham County,300365,43.8,0.934003629,0.006755115,0.000765735,0.018693922,0,0.000622576,0.014036256,0.025122767,0.033352754,0.3960321,82398,179005,0.24469177
G3300170,2012-2016,New Hampshire,Strafford County,125913,37.1,0.916410537,0.009085638,0.000603591,0.029671281,0,0.001151589,0.021705463,0.0213719,0.052528333,0.348136742,63533,67918,0.09284085
G3300190,2012-2016,New Hampshire,Sullivan County,43051,45.8,0.954983624,0.004390142,0.004320457,0.007874382,0.000766533,0.001277555,0.012380665,0.014006643,0.022299134,0.267907125,58454,22101,0.03021107
G3400010,2012-2016,New Jersey,Atlantic County,274026,40.8,0.567719851,0.144884062,0.001696919,0.081911935,0.00010218,0.001550948,0.019049287,0.183084817,0.102614351,0.258881948,55456,105738,0.02877308
G3400030,2012-2016,New Jersey,Bergen County,930310,41.5,0.586952736,0.052721136,0.00114478,0.157573282,0.000266578,0.002173469,0.015142264,0.184025755,0.175155593,0.475676164,88487,383965,0.10448331
G3400050,2012-2016,New Jersey,Burlington County,450236,41.3,0.686577706,0.15594044,0.00054638,0.047490649,0.000308727,0.004024556,0.030539539,0.074572002,0.082363472,0.36363462,80034,194988,0.0530595
G3400070,2012-2016,New Jersey,Camden County,511145,38.4,0.580549551,0.182275088,0.000954719,0.056216925,0.00016825,0.003200657,0.019874987,0.156759824,0.079460818,0.306441297,63028,220437,0.0599846
G3400090,2012-2016,New Jersey,Cape May County,95404,48.4,0.858182047,0.045228712,0.000576496,0.010586558,0.000408788,0.000503124,0.012861096,0.07165318,0.024359566,0.305026613,59338,48375,0.01316365
G3400110,2012-2016,New Jersey,Cumberland County,155744,36.7,0.480268903,0.180687539,0.004725704,0.012751695,0,0.000314619,0.029901633,0.291349908,0.042967947,0.142709993,49537,53018,0.01442709
G3400130,2012-2016,New Jersey,Essex County,792586,37,0.315154444,0.389185527,0.001457255,0.049539104,0.000270002,0.009094281,0.01524251,0.220056877,0.074145897,0.333285258,54860,299808,0.08158278
G3400150,2012-2016,New Jersey,Gloucester County,291286,39.8,0.794085538,0.099737028,0.000549288,0.029472752,0.00012359,0.002090729,0.018195176,0.055745899,0.049882246,0.299376436,78592,138388,0.0376577
G3400170,2012-2016,New Jersey,Hudson County,668526,34.7,0.290002184,0.109596336,0.001317825,0.146929214,0.000557944,0.005729022,0.015342709,0.430524766,0.168558889,0.385522726,60894,201425,0.05481112
G3400190,2012-2016,New Jersey,Hunterdon County,125708,45.5,0.866667197,0.023912559,0.000493206,0.035924524,0.001559169,0.000389792,0.01115283,0.059900722,0.049026315,0.496134035,108177,70582,0.01920655
G3400210,2012-2016,New Jersey,Mercer County,371101,38.5,0.516557487,0.197029919,0.000617083,0.103971695,0.000210185,0.002541087,0.014745312,0.164327232,0.12146828,0.404378749,73966,141332,0.03845881
G3400230,2012-2016,New Jersey,Middlesex County,831852,37.9,0.452986829,0.092794151,0.001396883,0.235077874,0.000265672,0.002680765,0.01510485,0.199692974,0.253129162,0.414684084,80716,282668,0.0769187
G3400250,2012-2016,New Jersey,Monmouth County,627532,42.6,0.757086491,0.067134425,0.000654947,0.052923198,0.000290025,0.002132162,0.015811146,0.103967606,0.071156531,0.432855002,87297,311474,0.0847573
G3400270,2012-2016,New Jersey,Morris County,498215,42.2,0.725190932,0.029848559,0.000582078,0.098989392,4.22E-05,0.002370463,0.016021196,0.12695523,0.117423201,0.518780644,102798,248848,0.06771571
G3400290,2012-2016,New Jersey,Ocean County,586166,42.8,0.851050726,0.028524343,0.000397498,0.018854727,0.000209838,0.000820587,0.011406325,0.088735955,0.031291477,0.274818905,63108,259592,0.07063934
G3400310,2012-2016,New Jersey,Passaic County,507204,36.5,0.42601399,0.107505067,0.00186907,0.051630113,0.000193216,0.003740112,0.010325234,0.398723196,0.065888676,0.267105113,61664,189099,0.05145701
G3400330,2012-2016,New Jersey,Salem County,64504,41.8,0.755286494,0.133077019,0.001255736,0.008929679,0,0.001736326,0.020773905,0.078940841,0.031439911,0.202678232,61341,29220,0.00795125
G3400350,2012-2016,New Jersey,Somerset County,331686,41.1,0.585137751,0.08953046,0.001076319,0.164875816,5.13E-05,0.002577739,0.01533378,0.141416882,0.182838588,0.529654497,102405,154249,0.04197374
G3400370,2012-2016,New Jersey,Sussex County,144694,43.8,0.875157228,0.019586161,0.000435402,0.01866698,0.000110578,0.001050493,0.012564446,0.072428712,0.032392497,0.337476344,87388,73860,0.02009854
G3400390,2012-2016,New Jersey,Union County,550436,38.2,0.413842845,0.202546708,0.000679461,0.047644049,5.27E-05,0.019978708,0.01461932,0.300636223,0.082294763,0.333939791,70476,219385,0.05969834
G3400410,2012-2016,New Jersey,Warren County,107095,43.1,0.835435828,0.040954293,0.0004482,0.02794715,0.000130725,0.0009711,0.01241888,0.081693823,0.041467856,0.304398921,72999,48442,0.01318188
G3500010,2012-2016,New Mexico,Bernalillo County,674777,36.8,0.399337855,0.025113482,0.039839829,0.022693423,0.000647621,0.003021739,0.017973345,0.491372705,0.044336129,0.32783483,48994,269861,0.34459417
G3500030,2012-2016,New Mexico,Catron County,3547,58.1,0.786016352,0.008457852,0.002819284,0.003383141,0,0,0.006484353,0.192839019,0.009867494,0.24760274,38142,2024,0.00258451
G3500050,2012-2016,New Mexico,Chaves County,65610,35.1,0.409678403,0.016628563,0.007026368,0.007148301,0.000609663,0.000853528,0.008641975,0.549413199,0.017253467,0.19288303,41356,20159,0.02574167
G3500060,2012-2016,New Mexico,Cibola County,27373,35.8,0.203375589,0.008621634,0.382712892,0.005370255,0.000913309,0.002776459,0.017608592,0.378621269,0.026668615,0.124461147,36160,7975,0.01018353
G3500070,2012-2016,New Mexico,Colfax County,12716,48.3,0.474598931,0.003853413,0.011481598,0.005268953,0,0,0.015177729,0.489619377,0.020446681,0.221320231,32693,5271,0.00673071
G3500090,2012-2016,New Mexico,Curry County,50544,30.8,0.498219373,0.055733618,0.008606363,0.015392529,0.001187085,0.002215891,0.01493748,0.403707661,0.033732985,0.197324306,42170,11292,0.01441912
G3500110,2012-2016,New Mexico,De Baca County,1977,49.7,0.470409712,0,0,0,0,0,0.053110774,0.476479514,0.053110774,0.095430108,31197,903,0.00115307
G3500130,2012-2016,New Mexico,Do�a Ana County,213825,32.6,0.284976032,0.015414474,0.007482755,0.0101859,0.000107565,0.000640711,0.00911493,0.672077634,0.020049106,0.275299298,38636,69324,0.08852204
G3500150,2012-2016,New Mexico,Eddy County,56369,36.4,0.493480459,0.013943834,0.011868225,0.004576984,0.000957973,0.000585428,0.007699267,0.466887828,0.013819653,0.169703779,59625,19523,0.02492955
G3500170,2012-2016,New Mexico,Grant County,28879,46.4,0.470307144,0.004536168,0.011011462,0.001177326,0.000173136,0.000415527,0.016828838,0.4955504,0.018594827,0.273950563,38890,12633,0.01613148
G3500190,2012-2016,New Mexico,Guadalupe County,4469,41.1,0.193108078,0.012754531,0.012307004,0,0,0,0.007160439,0.774669949,0.007160439,0.138550548,26692,1809,0.00230997
G3500210,2012-2016,New Mexico,Harding County,565,58,0.57699115,0,0,0,0,0.001769912,0.001769912,0.419469027,0.003539823,0.257709251,32404,527,0.00067294
G3500230,2012-2016,New Mexico,Hidalgo County,4531,42.3,0.417347164,0.003310527,0.001103509,0,0,0,0.006179651,0.572059148,0.006179651,0.154447703,34528,1836,0.00234445
G3500250,2012-2016,New Mexico,Lea County,68930,31.8,0.382199333,0.032743363,0.006412302,0.001595822,0.000319164,0.001856956,0.016436965,0.558436095,0.020208908,0.130712137,58152,17369,0.02217903
G3500270,2012-2016,New Mexico,Lincoln County,19726,50.9,0.639055054,0.005931258,0.014701409,0.003599311,0,0.000456251,0.021088918,0.315167799,0.025144479,0.285761987,40065,8856,0.01130851
G3500280,2012-2016,New Mexico,Los Alamos County,17895,43.5,0.735568595,0.005308745,0.011008662,0.058507963,0.000558815,0.005252864,0.016037999,0.167756357,0.080357642,0.64591195,105902,10430,0.0133184
G3500290,2012-2016,New Mexico,Luna County,24627,38.4,0.320420677,0.010557518,0.008527226,0.004060584,0.000284241,0,0.006009664,0.65014009,0.010354489,0.125325542,27326,7245,0.00925137
G3500310,2012-2016,New Mexico,McKinley County,74346,30.8,0.090616846,0.004694267,0.738183628,0.008742905,0.00043042,0.000121056,0.019826218,0.137384661,0.029120598,0.110002299,29272,20791,0.0265487
G3500330,2012-2016,New Mexico,Mora County,4598,41.3,0.138538495,0.001087429,0.000434972,0,0,0.060896042,0,0.799043062,0.060896042,0.131806109,21190,2429,0.00310167
G3500350,2012-2016,New Mexico,Otero County,65333,35.7,0.505150537,0.033765478,0.062143174,0.012061286,0.00032143,0.000979597,0.017663355,0.367915142,0.031025669,0.176265188,41502,19636,0.02507384
G3500370,2012-2016,New Mexico,Quay County,8555,46.5,0.509292811,0.019637639,0.004324956,0.007714787,0.001870251,0.002571596,0.011338399,0.443249562,0.023495032,0.151775198,28159,3550,0.00453311
G3500390,2012-2016,New Mexico,Rio Arriba County,39924,39.8,0.128218615,0.004132852,0.14126841,0.003681996,7.51E-05,0.00135257,0.007188658,0.714081755,0.012298367,0.181100015,33972,14767,0.01885646
G3500410,2012-2016,New Mexico,Roosevelt County,19618,29.7,0.537006831,0.02268325,0.008206749,0.00382302,0,0.001121419,0.021561831,0.405596901,0.02650627,0.226659471,34933,5855,0.00747644
G3500430,2012-2016,New Mexico,Sandoval County,138117,39.4,0.450741038,0.019592085,0.120752695,0.012279444,0.000528537,0.003743203,0.019838253,0.372524744,0.036389438,0.297497334,60158,60597,0.07737825
G3500450,2012-2016,New Mexico,San Juan County,122537,34.8,0.40772991,0.003631556,0.364812261,0.00540245,0.00050597,0.000799758,0.019349258,0.197768837,0.026057436,0.15469592,48624,45476,0.05806976
G3500470,2012-2016,New Mexico,San Miguel County,28350,42.2,0.18282187,0.014074074,0.010123457,0.006455026,0,0.000952381,0.009594356,0.775978836,0.017001764,0.193154161,27000,10662,0.01361465
G3500490,2012-2016,New Mexico,Santa Fe County,147320,45,0.431238121,0.006584306,0.024755634,0.011851751,0.00049552,0.00214499,0.012035026,0.510894651,0.026527288,0.409577978,55370,70082,0.08948996
G3500510,2012-2016,New Mexico,Sierra County,11442,56,0.66299598,0.006380003,0.0032337,0.002359727,0,0.000611781,0.028404125,0.296014683,0.031375634,0.176687528,29679,5129,0.00654938
G3500530,2012-2016,New Mexico,Socorro County,17324,35.8,0.356326484,0.001673978,0.109443547,0.011025167,0,0.001154468,0.026148695,0.494227661,0.038328331,0.195755819,34542,6756,0.00862695
G3500550,2012-2016,New Mexico,Taos County,32961,47.6,0.355450381,0.000940505,0.05825066,0.008221838,0,0.0005461,0.010861321,0.565729195,0.019629259,0.280453024,35323,15072,0.01924592
G3500570,2012-2016,New Mexico,Torrance County,15599,43.7,0.533111097,0.018398615,0.012821335,0.002051414,0,0,0.021411629,0.412205911,0.023463043,0.176951332,32067,6250,0.00798083
G3500590,2012-2016,New Mexico,Union County,4292,40.4,0.529123952,0.017707363,0.017707363,0.001164958,0,0.003727866,0.022134203,0.408434296,0.027027027,0.159216966,36420,1688,0.00215546
G3500610,2012-2016,New Mexico,Valencia County,75993,38.9,0.341597252,0.010277262,0.035450634,0.00427671,0,0.000868501,0.010974695,0.596554946,0.016119906,0.171231652,41788,27350,0.03492409
G3600010,2012-2016,New York,Albany County,307891,37.8,0.736224833,0.118061262,0.00106856,0.060303809,0.000441715,0.001282922,0.02708426,0.05553264,0.089112705,0.397283373,60904,125644,0.01783152
G3600030,2012-2016,New York,Allegany County,47700,38.5,0.945828092,0.014192872,0.002641509,0.011802935,0,0.000964361,0.009056604,0.015513627,0.021823899,0.204801471,44085,17111,0.00242841
G3600050,2012-2016,New York,Bronx County,1436785,33.3,0.095978869,0.294883368,0.002145763,0.035754132,0.000353567,0.006718472,0.010016808,0.55414902,0.052842979,0.19131504,35302,358857,0.05092933
G3600070,2012-2016,New York,Broome County,197381,39.8,0.845142136,0.04874836,0.001459107,0.040616878,0.000243185,0.001454041,0.023761152,0.038575141,0.066075255,0.277576473,47744,77657,0.01102116
G3600090,2012-2016,New York,Cattaraugus County,78506,41.5,0.910618297,0.01574402,0.027768578,0.008190457,0,0.000611418,0.017578274,0.019488956,0.026380149,0.18127853,43884,28961,0.00411017
G3600110,2012-2016,New York,Cayuga County,78783,42.4,0.906388434,0.040935227,0.002335529,0.004861455,0,0.001142378,0.017427618,0.026909359,0.023431451,0.216224998,53114,30124,0.00427523
G3600130,2012-2016,New York,Chautauqua County,131748,42,0.880233476,0.024000364,0.003741992,0.006057018,0.000743844,0.000531317,0.014193764,0.070498224,0.021525943,0.20841137,43211,49381,0.0070082
G3600150,2012-2016,New York,Chemung County,87742,41,0.866175834,0.056324223,0.004262497,0.015078298,9.12E-05,0.000638235,0.028036744,0.029392993,0.043844453,0.244439292,49578,33195,0.00471107
G3600170,2012-2016,New York,Chenango County,49286,44.1,0.950208984,0.008907195,0.002759404,0.004524611,0.000284056,0.000202897,0.01233616,0.020776691,0.017347726,0.174354987,46979,18113,0.00257061
G3600190,2012-2016,New York,Clinton County,81505,39.4,0.901343476,0.040377891,0.00181584,0.013471566,7.36E-05,0.002466106,0.013054414,0.027397092,0.029065701,0.222413387,50502,28378,0.00402743
G3600210,2012-2016,New York,Columbia County,61860,47,0.872874232,0.040672486,0.000242483,0.018703524,0.000339476,1.62E-05,0.023844164,0.043307468,0.04290333,0.295204566,59916,27255,0.00386806
G3600230,2012-2016,New York,Cortland County,48713,36.2,0.928581693,0.014267239,0.00141646,0.008765627,0.000348983,0.002483937,0.018475561,0.025660501,0.030074108,0.24782438,50910,18424,0.00261475
G3600250,2012-2016,New York,Delaware County,46480,46.5,0.926011188,0.017276248,0.001183305,0.007271945,0,4.30E-05,0.012435456,0.03577883,0.01975043,0.213033722,46055,17778,0.00252307
G3600270,2012-2016,New York,Dutchess County,295905,41.6,0.726043832,0.094868285,0.001632281,0.03744445,0.00031429,0.003034758,0.021946233,0.114715872,0.062739731,0.339706049,72706,120199,0.01705876
G3600290,2012-2016,New York,Erie County,922129,40.4,0.76325872,0.130200872,0.004288988,0.032998637,0.000242916,0.001355559,0.016954244,0.050700065,0.051551356,0.321992788,52744,383248,0.05439093
G3600310,2012-2016,New York,Essex County,38598,46.4,0.920488108,0.028887507,0.002798072,0.004767086,0.000155448,0.001424944,0.010725944,0.030752889,0.017073423,0.246002206,53244,15079,0.00214003
G3600330,2012-2016,New York,Franklin County,51007,40.1,0.819867861,0.055521791,0.069421844,0.00452879,0.001725253,0.001784069,0.01419413,0.032956261,0.022232243,0.184014974,49782,15148,0.00214982
G3600350,2012-2016,New York,Fulton County,54297,43,0.932887637,0.016022985,0.001510212,0.006980128,0.000221007,0.000515682,0.014512772,0.027349577,0.022229589,0.170030233,46090,19563,0.0027764
G3600370,2012-2016,New York,Genesee County,59053,43.2,0.908980069,0.023030159,0.010583713,0.006570369,0,0.000846697,0.01998205,0.030006943,0.027399116,0.212309103,52641,24463,0.00347181
G3600390,2012-2016,New York,Greene County,48069,45.4,0.859035969,0.061765379,0.002662839,0.010110466,6.24E-05,0.001976326,0.01013127,0.054255341,0.022280472,0.202747472,51013,18869,0.00267791
G3600410,2012-2016,New York,Hamilton County,4697,53.5,0.954226102,0.005961252,0.001064509,0.000638706,0.000212902,0,0.023845007,0.014051522,0.024696615,0.216223776,52708,2688,0.00038148
G3600430,2012-2016,New York,Herkimer County,63558,43.3,0.950045628,0.00881085,0.001950974,0.004688631,0.000865351,0.000881085,0.01315334,0.019604141,0.019588407,0.215290022,48893,24261,0.00344314
G3600450,2012-2016,New York,Jefferson County,117966,32,0.825356459,0.054185104,0.002966957,0.014080328,0.002339657,0.001186783,0.029025312,0.0708594,0.04663208,0.207539489,49911,34263,0.00486264
G3600470,2012-2016,New York,Kings County,2606852,34.5,0.358280792,0.309306397,0.001535952,0.115865419,0.000276579,0.003955729,0.016636157,0.194142974,0.136733884,0.34081468,50640,746295,0.10591491
G3600490,2012-2016,New York,Lewis County,27107,41.8,0.959346294,0.00833733,0.001844542,0.004537573,0.000553363,0.000737817,0.008226657,0.016416424,0.01405541,0.155110871,49976,10312,0.00146349
